,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
215,6,16,0.2482,0.3502,0.9302,0.912,0.1,64,sgd,MLPZero
216,6,17,0.2481,0.3499,0.9301,0.912,0.1,64,sgd,MLPZero
217,6,18,0.2479,0.3496,0.9302,0.912,0.1,64,sgd,MLPZero
218,6,19,0.2478,0.3491,0.9301,0.9121,0.1,64,sgd,MLPZero
219,6,20,0.2478,0.3499,0.9301,0.9118,0.1,64,sgd,MLPZero
220,6,21,0.2477,0.3495,0.9301,0.9118,0.1,64,sgd,MLPZero
221,6,22,0.2476,0.3498,0.9301,0.9116,0.1,64,sgd,MLPZero
222,6,23,0.2475,0.3493,0.93,0.9118,0.1,64,sgd,MLPZero
223,6,24,0.2475,0.3507,0.93,0.9115,0.1,64,sgd,MLPZero
224,6,25,0.2474,0.3511,0.93,0.9113,0.1,64,sgd,MLPZero
225,6,26,0.2473,0.3511,0.9301,0.9113,0.1,64,sgd,MLPZero
226,6,27,0.2472,0.3515,0.93,0.9113,0.1,64,sgd,MLPZero
227,6,28,0.2472,0.3515,0.9301,0.9112,0.1,64,sgd,MLPZero
228,6,29,0.2471,0.3512,0.93,0.9113,0.1,64,sgd,MLPZero
229,6,30,0.2471,0.3514,0.9301,0.9112,0.1,64,sgd,MLPZero
230,6,31,0.247,0.351,0.93,0.9112,0.1,64,sgd,MLPZero
231,6,32,0.247,0.3509,0.93,0.9113,0.1,64,sgd,MLPZero
232,6,33,0.247,0.351,0.93,0.9113,0.1,64,sgd,MLPZero
233,6,34,0.247,0.3526,0.93,0.9108,0.1,64,sgd,MLPZero
234,6,35,0.2469,0.3524,0.9299,0.9109,0.1,64,sgd,MLPZero
235,6,36,0.2469,0.352,0.9299,0.911,0.1,64,sgd,MLPZero
236,6,37,0.2469,0.3522,0.9299,0.911,0.1,64,sgd,MLPZero
237,6,38,0.2468,0.352,0.9299,0.911,0.1,64,sgd,MLPZero
