,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
142,2,43,0.1694,0.1473,0.9482,0.9564,0.01,32,sgd,LeNet5SmallKernels
143,2,44,0.1664,0.1452,0.9491,0.957,0.01,32,sgd,LeNet5SmallKernels
144,2,45,0.1636,0.1432,0.95,0.9576,0.01,32,sgd,LeNet5SmallKernels
145,2,46,0.1608,0.1413,0.9508,0.9581,0.01,32,sgd,LeNet5SmallKernels
146,2,47,0.1582,0.1394,0.9516,0.9587,0.01,32,sgd,LeNet5SmallKernels
147,2,48,0.1557,0.1376,0.9524,0.9592,0.01,32,sgd,LeNet5SmallKernels
148,2,49,0.1532,0.1359,0.9532,0.9597,0.01,32,sgd,LeNet5SmallKernels
149,2,50,0.1509,0.1342,0.9539,0.9602,0.01,32,sgd,LeNet5SmallKernels
150,2,51,0.1486,0.1326,0.9546,0.9607,0.01,32,sgd,LeNet5SmallKernels
151,2,52,0.1464,0.131,0.9553,0.9611,0.01,32,sgd,LeNet5SmallKernels
152,2,53,0.1442,0.1295,0.956,0.9616,0.01,32,sgd,LeNet5SmallKernels
153,2,54,0.1422,0.128,0.9566,0.962,0.01,32,sgd,LeNet5SmallKernels
154,2,55,0.1402,0.1266,0.9572,0.9624,0.01,32,sgd,LeNet5SmallKernels
155,2,56,0.1382,0.1253,0.9578,0.9628,0.01,32,sgd,LeNet5SmallKernels
156,2,57,0.1363,0.1239,0.9584,0.9632,0.01,32,sgd,LeNet5SmallKernels
157,2,58,0.1345,0.1227,0.959,0.9635,0.01,32,sgd,LeNet5SmallKernels
158,2,59,0.1328,0.1214,0.9595,0.9639,0.01,32,sgd,LeNet5SmallKernels
159,2,60,0.131,0.1202,0.9601,0.9643,0.01,32,sgd,LeNet5SmallKernels
160,2,61,0.1294,0.119,0.9606,0.9646,0.01,32,sgd,LeNet5SmallKernels
161,2,62,0.1277,0.1179,0.9611,0.9649,0.01,32,sgd,LeNet5SmallKernels
162,2,63,0.1262,0.1168,0.9616,0.9652,0.01,32,sgd,LeNet5SmallKernels
163,2,64,0.1246,0.1158,0.962,0.9655,0.01,32,sgd,LeNet5SmallKernels
164,2,65,0.1231,0.1148,0.9625,0.9658,0.01,32,sgd,LeNet5SmallKernels
165,2,66,0.1217,0.1137,0.963,0.9662,0.01,32,sgd,LeNet5SmallKernels
166,2,67,0.1202,0.1127,0.9634,0.9664,0.01,32,sgd,LeNet5SmallKernels
167,2,68,0.1189,0.1118,0.9638,0.9667,0.01,32,sgd,LeNet5SmallKernels
168,2,69,0.1175,0.1108,0.9642,0.967,0.01,32,sgd,LeNet5SmallKernels
169,2,70,0.1162,0.1099,0.9646,0.9673,0.01,32,sgd,LeNet5SmallKernels
170,2,71,0.1149,0.109,0.965,0.9675,0.01,32,sgd,LeNet5SmallKernels
171,2,72,0.1137,0.1082,0.9654,0.9678,0.01,32,sgd,LeNet5SmallKernels
172,2,73,0.1124,0.1073,0.9658,0.968,0.01,32,sgd,LeNet5SmallKernels
173,2,74,0.1113,0.1065,0.9662,0.9683,0.01,32,sgd,LeNet5SmallKernels
174,2,75,0.1101,0.1057,0.9665,0.9685,0.01,32,sgd,LeNet5SmallKernels
175,2,76,0.1089,0.1049,0.9669,0.9688,0.01,32,sgd,LeNet5SmallKernels
176,2,77,0.1078,0.1041,0.9672,0.969,0.01,32,sgd,LeNet5SmallKernels
177,2,78,0.1067,0.1034,0.9676,0.9692,0.01,32,sgd,LeNet5SmallKernels
178,2,79,0.1057,0.1026,0.9679,0.9694,0.01,32,sgd,LeNet5SmallKernels
179,2,80,0.1046,0.1019,0.9682,0.9696,0.01,32,sgd,LeNet5SmallKernels
180,2,81,0.1036,0.1012,0.9685,0.9698,0.01,32,sgd,LeNet5SmallKernels
181,2,82,0.1026,0.1005,0.9688,0.9701,0.01,32,sgd,LeNet5SmallKernels
182,2,83,0.1016,0.0999,0.9691,0.9702,0.01,32,sgd,LeNet5SmallKernels
183,2,84,0.1007,0.0993,0.9694,0.9704,0.01,32,sgd,LeNet5SmallKernels
184,2,85,0.0997,0.0986,0.9697,0.9706,0.01,32,sgd,LeNet5SmallKernels
185,2,86,0.0988,0.098,0.97,0.9708,0.01,32,sgd,LeNet5SmallKernels
186,2,87,0.0979,0.0974,0.9703,0.971,0.01,32,sgd,LeNet5SmallKernels
187,2,88,0.097,0.0968,0.9706,0.9712,0.01,32,sgd,LeNet5SmallKernels
188,2,89,0.0961,0.0962,0.9708,0.9714,0.01,32,sgd,LeNet5SmallKernels
189,2,90,0.0953,0.0957,0.9711,0.9715,0.01,32,sgd,LeNet5SmallKernels
190,2,91,0.0944,0.0951,0.9713,0.9717,0.01,32,sgd,LeNet5SmallKernels
191,2,92,0.0936,0.0946,0.9716,0.9718,0.01,32,sgd,LeNet5SmallKernels
192,2,93,0.0928,0.0941,0.9718,0.972,0.01,32,sgd,LeNet5SmallKernels
193,2,94,0.092,0.0936,0.9721,0.9721,0.01,32,sgd,LeNet5SmallKernels
194,2,95,0.0912,0.0931,0.9723,0.9723,0.01,32,sgd,LeNet5SmallKernels
195,2,96,0.0905,0.0925,0.9725,0.9725,0.01,32,sgd,LeNet5SmallKernels
196,2,97,0.0897,0.092,0.9728,0.9726,0.01,32,sgd,LeNet5SmallKernels
197,2,98,0.089,0.0915,0.973,0.9728,0.01,32,sgd,LeNet5SmallKernels
198,2,99,0.0883,0.0911,0.9732,0.9729,0.01,32,sgd,LeNet5SmallKernels
199,2,100,0.0875,0.0906,0.9734,0.973,0.01,32,sgd,LeNet5SmallKernels
200,3,1,1.2475,0.3545,0.6091,0.902,0.01,32,sgd,LeNet5RELU
201,3,2,0.7657,0.2964,0.7624,0.9158,0.01,32,sgd,LeNet5RELU
202,3,3,0.5719,0.2477,0.8232,0.9294,0.01,32,sgd,LeNet5RELU
203,3,4,0.4634,0.2219,0.8568,0.9364,0.01,32,sgd,LeNet5RELU
204,3,5,0.3932,0.2016,0.8786,0.9418,0.01,32,sgd,LeNet5RELU
205,3,6,0.3433,0.187,0.8939,0.946,0.01,32,sgd,LeNet5RELU
206,3,7,0.3057,0.1734,0.9055,0.9499,0.01,32,sgd,LeNet5RELU
207,3,8,0.2764,0.1617,0.9146,0.9532,0.01,32,sgd,LeNet5RELU
208,3,9,0.2527,0.1526,0.9218,0.9559,0.01,32,sgd,LeNet5RELU
209,3,10,0.233,0.1447,0.9279,0.9582,0.01,32,sgd,LeNet5RELU
210,3,11,0.2164,0.1378,0.933,0.9602,0.01,32,sgd,LeNet5RELU
211,3,12,0.2023,0.1326,0.9373,0.9617,0.01,32,sgd,LeNet5RELU
212,3,13,0.19,0.1277,0.9411,0.9632,0.01,32,sgd,LeNet5RELU
213,3,14,0.1792,0.1235,0.9445,0.9644,0.01,32,sgd,LeNet5RELU
214,3,15,0.1697,0.1205,0.9474,0.9653,0.01,32,sgd,LeNet5RELU
215,3,16,0.1612,0.1171,0.95,0.9663,0.01,32,sgd,LeNet5RELU
216,3,17,0.1535,0.1142,0.9523,0.9672,0.01,32,sgd,LeNet5RELU
217,3,18,0.1465,0.1124,0.9545,0.9677,0.01,32,sgd,LeNet5RELU
218,3,19,0.1402,0.11,0.9564,0.9684,0.01,32,sgd,LeNet5RELU
219,3,20,0.1345,0.1079,0.9582,0.9691,0.01,32,sgd,LeNet5RELU
220,3,21,0.1292,0.1059,0.9599,0.9697,0.01,32,sgd,LeNet5RELU
221,3,22,0.1243,0.1039,0.9614,0.9704,0.01,32,sgd,LeNet5RELU
222,3,23,0.1198,0.1022,0.9627,0.971,0.01,32,sgd,LeNet5RELU
223,3,24,0.1156,0.1005,0.9641,0.9715,0.01,32,sgd,LeNet5RELU
224,3,25,0.1117,0.0991,0.9653,0.972,0.01,32,sgd,LeNet5RELU
225,3,26,0.108,0.0979,0.9664,0.9724,0.01,32,sgd,LeNet5RELU
226,3,27,0.1046,0.0967,0.9675,0.9728,0.01,32,sgd,LeNet5RELU
227,3,28,0.1014,0.0955,0.9685,0.9732,0.01,32,sgd,LeNet5RELU
228,3,29,0.0983,0.0946,0.9694,0.9736,0.01,32,sgd,LeNet5RELU
229,3,30,0.0955,0.0937,0.9703,0.9739,0.01,32,sgd,LeNet5RELU
230,3,31,0.0928,0.0928,0.9712,0.9742,0.01,32,sgd,LeNet5RELU
231,3,32,0.0902,0.0919,0.972,0.9746,0.01,32,sgd,LeNet5RELU
232,3,33,0.0878,0.0911,0.9727,0.9749,0.01,32,sgd,LeNet5RELU
233,3,34,0.0855,0.0905,0.9734,0.9751,0.01,32,sgd,LeNet5RELU
234,3,35,0.0834,0.0901,0.9741,0.9753,0.01,32,sgd,LeNet5RELU
235,3,36,0.0813,0.0896,0.9748,0.9755,0.01,32,sgd,LeNet5RELU
236,3,37,0.0793,0.0892,0.9754,0.9758,0.01,32,sgd,LeNet5RELU
237,3,38,0.0774,0.0887,0.976,0.976,0.01,32,sgd,LeNet5RELU
238,3,39,0.0756,0.0883,0.9765,0.9762,0.01,32,sgd,LeNet5RELU
239,3,40,0.0739,0.0879,0.9771,0.9764,0.01,32,sgd,LeNet5RELU
240,3,41,0.0723,0.0874,0.9776,0.9766,0.01,32,sgd,LeNet5RELU
241,3,42,0.0707,0.0871,0.9781,0.9768,0.01,32,sgd,LeNet5RELU
242,3,43,0.0692,0.0867,0.9785,0.977,0.01,32,sgd,LeNet5RELU
243,3,44,0.0677,0.0868,0.979,0.9771,0.01,32,sgd,LeNet5RELU
244,3,45,0.0663,0.0866,0.9794,0.9773,0.01,32,sgd,LeNet5RELU
245,3,46,0.065,0.0865,0.9799,0.9774,0.01,32,sgd,LeNet5RELU
246,3,47,0.0637,0.0863,0.9803,0.9776,0.01,32,sgd,LeNet5RELU
247,3,48,0.0625,0.0861,0.9807,0.9778,0.01,32,sgd,LeNet5RELU
248,3,49,0.0613,0.086,0.981,0.9779,0.01,32,sgd,LeNet5RELU
249,3,50,0.0601,0.0859,0.9814,0.978,0.01,32,sgd,LeNet5RELU
250,3,51,0.059,0.0859,0.9817,0.9782,0.01,32,sgd,LeNet5RELU
251,3,52,0.0579,0.0859,0.9821,0.9783,0.01,32,sgd,LeNet5RELU
252,3,53,0.0569,0.086,0.9824,0.9784,0.01,32,sgd,LeNet5RELU
253,3,54,0.0559,0.0859,0.9827,0.9785,0.01,32,sgd,LeNet5RELU
254,3,55,0.0549,0.0859,0.983,0.9786,0.01,32,sgd,LeNet5RELU
255,3,56,0.054,0.086,0.9833,0.9787,0.01,32,sgd,LeNet5RELU
256,3,57,0.0531,0.0859,0.9836,0.9788,0.01,32,sgd,LeNet5RELU
257,3,58,0.0522,0.0859,0.9839,0.9789,0.01,32,sgd,LeNet5RELU
258,3,59,0.0514,0.086,0.9841,0.979,0.01,32,sgd,LeNet5RELU
259,3,60,0.0506,0.086,0.9844,0.9791,0.01,32,sgd,LeNet5RELU
260,3,61,0.0498,0.086,0.9846,0.9791,0.01,32,sgd,LeNet5RELU
261,3,62,0.049,0.086,0.9849,0.9792,0.01,32,sgd,LeNet5RELU
262,3,63,0.0483,0.0861,0.9851,0.9793,0.01,32,sgd,LeNet5RELU
263,3,64,0.0475,0.0861,0.9853,0.9794,0.01,32,sgd,LeNet5RELU
264,3,65,0.0468,0.0862,0.9855,0.9795,0.01,32,sgd,LeNet5RELU
265,3,66,0.0461,0.0863,0.9858,0.9796,0.01,32,sgd,LeNet5RELU
266,3,67,0.0454,0.0864,0.986,0.9796,0.01,32,sgd,LeNet5RELU
267,3,68,0.0448,0.0866,0.9862,0.9797,0.01,32,sgd,LeNet5RELU
268,3,69,0.0441,0.0867,0.9864,0.9798,0.01,32,sgd,LeNet5RELU
269,3,70,0.0435,0.0868,0.9866,0.9799,0.01,32,sgd,LeNet5RELU
270,3,71,0.0429,0.0869,0.9868,0.9799,0.01,32,sgd,LeNet5RELU
271,3,72,0.0423,0.087,0.9869,0.98,0.01,32,sgd,LeNet5RELU
272,3,73,0.0418,0.0871,0.9871,0.9801,0.01,32,sgd,LeNet5RELU
273,3,74,0.0412,0.0872,0.9873,0.9801,0.01,32,sgd,LeNet5RELU
274,3,75,0.0407,0.0874,0.9875,0.9802,0.01,32,sgd,LeNet5RELU
275,3,76,0.0401,0.0875,0.9876,0.9802,0.01,32,sgd,LeNet5RELU
276,3,77,0.0396,0.0876,0.9878,0.9803,0.01,32,sgd,LeNet5RELU
277,3,78,0.0391,0.0878,0.9879,0.9804,0.01,32,sgd,LeNet5RELU
278,3,79,0.0386,0.0879,0.9881,0.9804,0.01,32,sgd,LeNet5RELU
279,3,80,0.0381,0.088,0.9882,0.9805,0.01,32,sgd,LeNet5RELU
280,3,81,0.0377,0.0882,0.9884,0.9805,0.01,32,sgd,LeNet5RELU
