,case,epoch,loss,val_loss,accuracy,val_accuracy,learning_rate,batch_size,optimizer,model
300,6,1,0.6967,0.4246,0.8136,0.8857,0.02,256,sgd,MLPZeroReLu
301,6,2,0.542,0.3959,0.8526,0.8916,0.02,256,sgd,MLPZeroReLu
302,6,3,0.4784,0.3784,0.8685,0.8957,0.02,256,sgd,MLPZeroReLu
303,6,4,0.442,0.3661,0.8775,0.8987,0.02,256,sgd,MLPZeroReLu
304,6,5,0.4178,0.3568,0.8837,0.9009,0.02,256,sgd,MLPZeroReLu
305,6,6,0.4004,0.3496,0.8883,0.9027,0.02,256,sgd,MLPZeroReLu
306,6,7,0.3869,0.3436,0.8917,0.9038,0.02,256,sgd,MLPZeroReLu
307,6,8,0.3762,0.3386,0.8946,0.9049,0.02,256,sgd,MLPZeroReLu
308,6,9,0.3675,0.3343,0.8969,0.9059,0.02,256,sgd,MLPZeroReLu
309,6,10,0.3602,0.3307,0.8989,0.9069,0.02,256,sgd,MLPZeroReLu
310,6,11,0.3539,0.3275,0.9006,0.9077,0.02,256,sgd,MLPZeroReLu
311,6,12,0.3484,0.3247,0.902,0.9085,0.02,256,sgd,MLPZeroReLu
312,6,13,0.3436,0.3221,0.9034,0.9093,0.02,256,sgd,MLPZeroReLu
313,6,14,0.3393,0.3198,0.9045,0.9098,0.02,256,sgd,MLPZeroReLu
314,6,15,0.3355,0.3176,0.9056,0.9104,0.02,256,sgd,MLPZeroReLu
315,6,16,0.332,0.3157,0.9065,0.9109,0.02,256,sgd,MLPZeroReLu
316,6,17,0.3289,0.3139,0.9074,0.9113,0.02,256,sgd,MLPZeroReLu
317,6,18,0.326,0.3123,0.9082,0.9118,0.02,256,sgd,MLPZeroReLu
318,6,19,0.3234,0.3107,0.9089,0.9122,0.02,256,sgd,MLPZeroReLu
319,6,20,0.3209,0.3093,0.9096,0.9126,0.02,256,sgd,MLPZeroReLu
320,6,21,0.3186,0.3079,0.9103,0.913,0.02,256,sgd,MLPZeroReLu
321,6,22,0.3165,0.3067,0.9109,0.9133,0.02,256,sgd,MLPZeroReLu
